sample,type
f348d3d4f859cd897ae5ba712983be68.json,"['Trojan', 'Dnsamp']"
ffb8471cba5e39b60e244d759c46c85a.json,[]
a168b7097dda3d7f600afbfcc19d4c4b.json,"['Trojan', 'Jbosser']"
4ab5a86c112002da84f2fd3f04c47477.json,"['Trojan', 'Mirai']"
1e6afb7ab8224ade6eb3c2e8d0e987ed.json,"['Backdoor', 'Mirai!rfn']"
6fad493909a80095aaf406a3dba6e4d2.json,"['Trojan', 'ChinaZ']"
fbdb32b54dc284590f5bc8cb8787cb7a.json,"['Trojan', 'Elknot']"
0191642afcabb6cb2e9449822ea10d37.json,"['Trojan', 'Agent']"
ecc9476e936570e520f5e7cc186e20d8.json,"['Trojan', 'Skeeyah']"
27728b1657230961d56265ee5f305647.json,"['Backdoor', 'Setag!rfn']"
8285f35183f0341b8dfe425b7348411d.json,"['Trojan', 'Setag']"
39682c22c4e6c2458486bc4aed316cd7.json,"['Backdoor', 'Berbew']"
22b5edcdf8e5d1bcbe7210ca27676849.json,[]
02b1a9f4af90b41af8ca4ffc0b618fd1.json,[]
14476b47667ee2b94447e500306aa81a.json,[]
8a9fe5aec135e2278d343c5cb2d4c763.json,['Elknot']
5453043042be4ad21259bcb9b17e9bd3.json,"['LINUX', 'Bassobo']"
327dca53431f219a6880cae5a6447763.json,"['DDoS', 'Lightaidra!rfn']"
ac2c9ce2b3edf07045024d60f9b4e53e.json,"['Trojan', 'Hydra']"
aee035958653a1ce513d4856861a41b5.json,"['Trojan', 'Setag']"
9919d7897a7c2e8f9408a978fee40bc0.json,[]
8b9905e6c7169872df13473af8125b93.json,[]
aeb5cd99b884b85ed5b334cb37fd4332.json,"['Trojan', 'Belesak']"
8cdf0b87baf11778224bd57a8ab4372a.json,[]
7ebfa30920a9f2157c85ed9407b17f4a.json,"['Backdoor', 'Tsunami']"
4e4bd1cfce4e149b39dcc4923d5979f9.json,"['Backdoor', 'Mirai!rfn']"
441ef50b5d43130c9b085df455806059.json,"['Trojan', 'Setag']"
3cb2272e9a121654edd2b7338c66d591.json,"['DDoS', 'Lightaidra']"
16e5f6a660e7c9f2b25b6ba9edb8fac6.json,[]
ca7a6379aff2dbd02d3d776fe6b34401.json,"['Trojan', 'Setag']"
714e87aa41eaacdfa4db58f2a5ff1fd7.json,"['Backdoor', 'Setag!rfn']"
b727dfea22d4fed1c8e03134df1e71d1.json,['Dnsamp']
c258f135865e6c0d1a89a199ad82c7b4.json,[]
12596ae471ffd05d050720ef2f91498b.json,"['Trojan', 'Belesak']"
20748a4ec320648c78f7baa3ba15a656.json,[]
32b1d201af6b8b5049130a52add8ba89.json,['Trojan']
7a38c73f6867376c5804316948fa4f6f.json,"['Trojan', 'Mirai']"
4b6c9c76ca10c7dcd41e029f96c80de7.json,"['Backdoor', 'Tsunami']"
ee9bb482a6bac6dc364e1d64f6e92ccd.json,"['DoS', 'Elknot']"
798e701f432cd157befc956f7f506847.json,"['Backdoor', 'Setag!rfn']"
5fd2ed4f42f0cce701482fbdb78a00b1.json,"['Trojan', 'Tsunami']"
57c58dae45a9f5a5ce3892c583fca96d.json,"['Trojan', 'Gafgyt']"
05bc5c0e2c18cb1b7fd3ff1a57184a7a.json,"['Trojan', 'Mirai']"
90063f74a56a559d9d759701f26de6a7.json,"['DDoS', 'Lightaidra!rfn']"
bd63c17e114046c38b775681a0281c1e.json,"['Trojan', 'Agent']"
8a09e2d3477c31191415cfae11269e58.json,"['Trojan', 'Belesak']"
947abab1be2ad807256b63063562566e.json,[]
1085cf26d04985573e3419346108b62e.json,"['Trojan', 'Flooder']"
211b7b3c785111e4f33d9fc2d4c7964b.json,"['Trojan', 'Mirai']"
c72f8fa5d91c81cc588015ac71bb8465.json,[]
36263d91d726dcdb93b97ea05ae8656a.json,"['LINUX', 'Bassobo']"
ea8bb2999e3944b2ca9abb1362adcd1e.json,"['Trojan', 'DDoS']"
75fac9fbc486491f57c3c71a0ef65a03.json,[]
a27d74e91dde607655576e7f8c1c639d.json,"['Trojan', 'Getshell']"
a0e1c1e0a2c5cdc8af60beda2b581ee1.json,"['Trojan', 'Setag']"
ba76c650c57f07f05df621dc9eeaf5a8.json,[]
073a13a44ca7cf29294d8840a05c3bc8.json,"['Trojan', 'Gafgyt']"
e1b8a137359d28ce3a2c74cfbf5d8084.json,"['Trojan', 'Setag']"
1b31ff6612af8bb4f148fc6f6444e557.json,"['Trojan', 'Gafgyt']"
a8cd638e13b1848f347fc724e9386ea8.json,"['DDoS', 'Lightaidra']"
7478dedc3cd482ec3a8b5b3bfef0d27b.json,[]
9c5ea6ec7aa763704c95af14e778c6f5.json,"['Exploit', 'Exploit']"
ad3cf665ba03e3bb2fe9116990100d99.json,malware
5cb9997a38d6b74cda47320f104c1342.json,malware
b9cb0ad49debf7002d773a9a6804a670.json,"['Trojan', 'Mirai']"
908ba503b1879db487aee3021a8b543e.json,"['Trojan', 'Gafgyt']"
5b0cc5ca0ff3e7382f896a4e14845e59.json,"['Trojan', 'Xorddos']"
6f53bebedce6987669a965228799e61f.json,"['Trojan', 'Gafgyt']"
2fb6e8092e14069a5f1f8eb5076a8573.json,"['Trojan', 'Dnsamp']"
c1dacc58c4f30199989a9e4960d0067f.json,"['Trojan', 'Gafgyt']"
32e579406501feabb9e5b349247c2f14.json,"['Trojan', 'Dnsamp']"
005172e0541eee1617d10dcead1283dd.json,[]
c10ffeaf668f69c1124f6cd5fe0dff3b.json,"['DoS', 'Xorddos']"
6d6a92dd27cf1a71b052f00703d4abb8.json,"['Trojan', 'Gafgyt']"
324c58251c09aa735ccf5fdff0203ac0.json,"['Trojan', 'Agent']"
1199e522cfbdd48f3fd585ec3dad4ec7.json,"['Trojan', 'Setag']"
7e0f650f683d5561d65d3f75cb720388.json,[]
d8a7d6827640335631771f737fb45194.json,[]
dbdea807a99d181167c56b3820ea1a55.json,"['Trojan', 'Mirai']"
a8f78241bd7b7cad50e054bcb4dfa01b.json,"['Trojan', 'Hydra']"
df8e0619036c2b1d49d7a9e47562b3a6.json,"['DDoS', 'Lightaidra!rfn']"
cd8a2684907463b49a2ea9883fcd7953.json,[]
824045504afa9b056dd2aeb8a2e02bca.json,[]
d0e67f07299a7f7a1a043aa87a3fa62c.json,[]
ae888d9e86174116230aada0c77d7402.json,"['DoS', 'Elknot']"
effe268d22850129306cf371f1b91796.json,[]
cfde10b9d5468ee167d578bbfe93a0dc.json,"['DoS', 'Xorddos']"
64cc235c60b77c859fd6d2888357cacd.json,[]
ca93367458d5c03b7653e33f96166724.json,"['DDoS', 'Lightaidra']"
24fe4e33f3a9714f1f1575d9cad92aba.json,[]
87b3214beecbe1bed334b8d65c7b4118.json,[]
645d8137abecb579a4cf21492a204cab.json,malware
3270f2db7ee82e4339dd6d8bf4ab4bb6.json,"['Trojan', 'Setag']"
ff1e9d1fc459dd83333fd94dbe36229a.json,"['Exploit', 'Exploit']"
0894ee1d6e43f54343f21fb8dc4b385c.json,malware
e3241a793b93fab276be625f08faeff5.json,[]
8b74bde6d1d4e77e80ec6ae82d4dbd7c.json,"['Backdoor', 'Setag!rfn']"
78a739d9d2175a90799eb88967096175.json,"['Backdoor', 'Setag!rfn']"
fcbea1b11cda328aca2a57222ef475a4.json,"['Trojan', 'Setag']"
45c1bcd4e5942377466936ebbedd31fe.json,"['Backdoor', 'Bassobo']"
4b9dbec0bdea6b1c21ce55c203579620.json,"['Trojan', 'Tsunami']"
dfb0291c04d6593103e6ac7a8954f19e.json,"['Trojan', 'Tsunami']"
c52449d92c33714204d1024675451487.json,[]
bfc40b60f97ed67f6d8235c570cec176.json,['Elknot']
1ce43e8997dbddd991eecca86a2e875b.json,"['DDoS', 'Lightaidra']"
88360a662491b8d05bc3a109905855d8.json,malware
88663bf600675f94721ace878ea8fc2d.json,"['DoS', 'Elknot!rfn']"
7f8cc390f7b3e53f2921f0debae09902.json,"['Trojan', 'Tsunami']"
9e49d6379a627f27051548dc2a9f6a09.json,"['Trojan', 'Tsunami']"
3b580fa241f0f73f885ad9b364bef5e7.json,[]
a6709d6455dc0b0d2276ea74a4388005.json,"['Trojan', 'Roopre']"
244ab392705ed48367035078386f8cd4.json,"['DDoS', 'Lightaidra']"
f58fc0192f464a228599f71ff5af48cc.json,[]
407926031d64f6a068475cb97acba716.json,"['Backdoor', 'Tsunami']"
9b40b639cec4ddfe9ff15820367ca67d.json,"['Backdoor', 'Setag']"
84700ff92f9bf04314e19a57b4d09132.json,malware
473c36739402cfa06acfb13d4e636499.json,"['Rootkit', 'Rootkit']"
75071ff5f284071e7ca9a602979a063c.json,"['Backdoor', 'Mirai!rfn']"
aba0eea6f8876b5df0c0cdf36520e5db.json,[]
51b84740b36e41494d44bbf41b2e71aa.json,"['Trojan', 'Gafgyt']"
43688166f6029de38ca10fa2f8437726.json,[]
371b8b20d4dd207f7b3f61bb30a7cb22.json,"['Backdoor', 'Shellshock']"
e741550d08efdef86c2fd3fef0d4b1da.json,['Setag']
a85ed8bc643e512dd2a3dc23aeec025b.json,"['Trojan', 'Agent']"
6b8773c323920d3c7b5068732ad190a5.json,[]
7d22f83605c497958310d307dc9e732d.json,"['Trojan', 'Gafgyt']"
b29016b5a123df16669eb993d7c33f1e.json,[]
539fef24fa9334e89957a18bcaeccb16.json,"['DDoS', 'Lightaidra!rfn']"
8c96a42974cca00ff01974d325e26db9.json,[]
ea1eefeca5af73afad4f6ca0284da736.json,"['DoS', 'Xorddos']"
a2105c014f86694e960aaedf4bbf1099.json,malware
a3ab4dfb3e3b160fed14d923db29daec.json,"['Backdoor', 'Tsunami']"
18442c18d407ba32fdfa2bbf0c86565f.json,[]
2494ca713ec805fb04c0f1d69447b538.json,[]
b67ffcc644c07de5a8c4531d004afb7b.json,[]
03cfe768a8b4ffbe0bb0fdef986389dc.json,"['Trojan', 'Tsunami']"
6583db9cd51d96c237f5351f7b2139a5.json,['Dnsamp']
b8903a8cddbce6d529f56f0dfa151b30.json,"['Backdoor', 'Setag!rfn']"
6387622dc599a220749b77411a56d13f.json,"['DoS', 'Xorddos']"
ca81b36e9d8c649e309aa75482ad20b9.json,[]
859e64ff7964407ff50733d01e0376fe.json,"['HackTool', 'ZergRush']"
2cc1ec9ea15b81d55f65becb023758ee.json,"['Backdoor', 'Tsunami']"
0f45efd805f380413fc1c4e9fda95a64.json,"['HackTool', 'ZergRush']"
7390a1e62a88eb80b5fae80c9eb00be7.json,"['Backdoor', 'Tsunami']"
de55cb657b95be579abddd7ad14ce1b6.json,"['Trojan', 'Tsunami']"
c9c50c4b28d5209c2366ac4ec531ae0c.json,"['Exploit', 'Exploit']"
cd26a00eff8288c1e04e97e96c814781.json,['Agent']
0ec0712945b17ba8d778858ba5f28885.json,[]
11f169469788842ff1caff00dcb3ec24.json,"['Trojan', 'Skeeyah']"
c4fd9c53376531f9b59d55a501db1e93.json,malware
6427da77b4febac3b18bcb9943cb4391.json,"['TrojanDownloader', 'TrojanDownloader']"
a9c95cbf64552c07a2278f29b249135b.json,"['Backdoor', 'Setag!rfn']"
40fd2886db55a5ec550d7bd12b6c6543.json,"['Backdoor', 'Tsunami']"
08543328bd16d96f5d7e4ff28ee5d226.json,"['Trojan', 'Belesak']"
8ef239d25c8684f2e62ea604aa8b1394.json,"['Trojan', 'Gafgyt']"
73a2d6adba22584d840069c68b4742bb.json,"['Backdoor', 'Tsunami']"
041f6a1b500fe2a6ed9dbea66c741bd6.json,"['LINUX', 'Mayday']"
223413a49175bef38b9d5d10b9cff3f7.json,"['Exploit', 'Exploit']"
836277e51b114f06bbd036cf37d647e3.json,"['Trojan', 'Mirai']"
2566fa3e06ae2212b9a4114129fb3155.json,"['Trojan', 'Tsunami']"
03973ed0ef0fd418a500a982ea9e43cc.json,"['Trojan', 'Gafgyt']"
8d59c7b144e8733cabdd453582045582.json,malware
244f2ddc7120ab95d1a32b01217482a0.json,"['Rootkit', 'Rootkit']"
e964208d60ec086dc6a32285ab12e991.json,[]
818214fde4e3f59a55c2e54a38680caf.json,malware
8656277b2c324ad4ffbfa891ed7e010e.json,"['Trojan', 'Mirai']"
d78a5a0edab7ed1b349aee1dee8175ca.json,"['DDoS', 'Lightaidra']"
70e553bfcfc05ba25fa7f8032d290aff.json,"['Trojan', 'Setag']"
a6ea3e2aa4751022d24a8053619bbfa9.json,malware
2336401c07f732339f55e73ae886370b.json,"['Trojan', 'Agent']"
d859a2d3ddda4dc5c196db2c6eed1b16.json,"['Trojan', 'Dofloo']"
e029dd6a6570c70a2b12301db8b508d1.json,"['Trojan', 'Elknot']"
98ba01509ab2cf2bac004ae97230c2c5.json,[]
ec43fbff35923da8b6c7b8cbc1a7b661.json,"['Trojan', 'Setag']"
cb45365bb020114d873c390793eee22f.json,"['DoS', 'Elknot']"
0eabe962ad336b404251c609b00e14cd.json,[]
18bcb1c192df95a4216946f0294135bf.json,"['Trojan', 'DDoS']"
d804147a9c86e1634ae2d4a5310b241a.json,"['Backdoor', 'Mirai']"
5504afe33a337d2a4c56449cf45d8c49.json,"['Trojan', 'Gafgyt']"
db0052a724b7e373ab8734f480ae7c02.json,[]
74124dae8fdbb903bece57d5be31246b.json,malware
4c0551d07d58f99557c21cb03c07b6e8.json,"['Trojan', 'Mirai']"
865cd6c2ec103af7d88d05dcb46baefd.json,malware
d923a5549548c5492516c5204d2f6889.json,"['Exploit', 'Madvise']"
e9db2bcc3678779114f8ed31c875cbd3.json,"['DoS', 'Xorddos']"
198b75402448a731f11d076a44cf45ec.json,"['Trojan', 'Xorddos']"
eb6bd8d911ea967380c95c3c7042bce0.json,malware
3787e8783290076676f9910b3b7b3893.json,"['Trojan', 'Gafgyt']"
6c7dbfcef9364588a0afd8d1a1eab82f.json,"['DoS', 'Xorddos!rfn']"
2485040231a35b7a465361faf92a512d.json,"['Trojan', 'Agent']"
1a2bc9e3c3692c609bc827752a21bff5.json,"['Trojan', 'Dofloo']"
4ab781fb5daca1002654857fcce4693b.json,[]
e608fe5898d0375aa22f4a830121401e.json,"['Trojan', 'Elknot']"
2d357e7a795fe80cf49070bd90b93fad.json,"['Backdoor', 'Tsunami']"
c7a2395dbb78b93c3f3874cfd040cc26.json,"['Trojan', 'Mirai']"
3bb30848e0c3e3f1e505fc6e2e0a3aa5.json,"['Backdoor', 'Setag!rfn']"
fb699604a233d74316aab739a9c499ba.json,[]
be9197c85cb80ecb5f135ea04ae19297.json,"['Trojan', 'Gafgyt']"
9463757560340d1ba5b45f2f455be825.json,"['DDoS', 'Lightaidra!rfn']"
fba111160d27811f538ffcee8eb0c1b7.json,"['Trojan', 'DDoS']"
37509058b79dd8f0233cff932d0ca1e5.json,"['Backdoor', 'Mayday']"
88bf0b0c89b2d0ae04d9630215ebafc4.json,[]
001627d61a1bde3478ca4965e738dc1e.json,"['Trojan', 'Mirai']"
5e3e925455a13b95ebfbac45707818b4.json,"['Trojan', 'Qenerek']"
f90ae6d36e5edecc5960543f57ab523e.json,['RST']
099b88bb74e9751abb4091ac4f1d690d.json,"['Trojan', 'Mirai']"
5c34f94033535e6a954b44444228cb3e.json,"['Trojan', 'Setag']"
babde55b5cec81b473c5abb20ed60973.json,"['Trojan', 'ChinaZ']"
03c4c331ffc139b7750c805d0aee3f1b.json,"['DDoS', 'Lightaidra']"
dff09a1a31fadad518a6760c3cfbdc17.json,"['Trojan', 'DDoS']"
be48eeb48a71a504367724895751b080.json,"['Backdoor', 'Mirai']"
c3064a6856c7fe10df0ad1034e6982fa.json,"['Trojan', 'Agent']"
bf96bba8b99c8a55f44841e8f670a259.json,"['Trojan', 'Setag']"
57cdc48eaa07c06e05e40a6ff4f91152.json,malware
7f3445e754493e76e09713cbc6415308.json,"['Backdoor', 'Setag']"
dfe6ec9f2b883568d5ff4d4b9a9ddaa7.json,[]
356506e603f15a60816d806e4ecb5106.json,"['DoS', 'Elknot!rfn']"
b36de738b5a807529f343f25a8ace0e0.json,"['Trojan', 'Tsunami']"
7198cb41ddec1711d3b03260a8aeebb4.json,"['DoS', 'Elknot']"
8c37fdd112ebae1677d60fe1a262be4b.json,"['Trojan', 'Mirai']"
6bd5dbbd6155758fec580a3da2579795.json,"['Backdoor', 'Mirai!rfn']"
de2e41048e3a54ac1e6bbae91ae999ab.json,"['Trojan', 'Tsunami']"
5a6fd63f4ffc6037dc192b6c3f456e87.json,[]
6d23ac5fa258acdd5ff765fa89282841.json,"['DoS', 'Elknot']"
4337381ff3460f43dac876d3f7d2d791.json,[]
13fbff0de604b46ffcc2c119a30d3cb5.json,"['Trojan', 'Mirai']"
2ce3d17650f56dc60b4989a077f090ec.json,"['DDoS', 'Lightaidra!rfn']"
e97790c1200e6d5c8f4eed64f1736a5d.json,"['Trojan', 'Setag']"
0e05896b109cab25b5dd680cbf416015.json,"['Backdoor', 'Berbew']"
35c950db3dc60b55e623ec591f8d7f33.json,"['Trojan', 'Tsunami']"
df76bc434765108eecd8cbfb6a8bde76.json,"['Backdoor', 'Setag!rfn']"
f78b6f22fd38b50e39d0e32779cd2443.json,"['Trojan', 'Gafgyt']"
3e179515efee26bb684e8e8a74c1c769.json,"['Exploit', 'Exploit']"
8f360056a43e2ae8e7205796d1b21b80.json,"['Trojan', 'Roopre']"
e62089b51f3b485b891359accdb11bdc.json,"['Exploit', 'Exploit']"
037699a114212a676e501627c0b1f217.json,"['Trojan', 'Dnsamp']"
19c71e6ffc70783f1c78b2f3da61461f.json,"['Backdoor', 'Setag!rfn']"
b9e5ee1c677ff99e3ed3abece8db457c.json,[]
sample,type
23bc4683fee5ca4e3803592e53002fb5.json,"['Trojan', 'Mirai']"
4effb581023775b0d6cd686217da69db.json,"['Trojan', 'Gafgyt']"
34ad749335d86ed3b0b07e333494a103.json,"['Trojan', 'Mirai']"
53f2e93c3eab463a873bbbf6972e1830.json,"['TrojanDownloader', 'Adload']"
6d0a5ff945df7fcd990243876dfcf501.json,"['Trojan', 'Mirai']"
e25602dea85e6a158bcdee5bcddc6559.json,"['Trojan', 'Dofloo']"
1a8e4db6699432a3f9c5b966125ffaf8.json,"['Trojan', 'Mirai']"
dc5cde5313f2c180db055074661e9072.json,"['Trojan', 'Mirai']"
73a466b4b611887d09cd04c96daf8d4e.json,malware
b46ce34fde5c7bd66757a82bd5addd05.json,"['Trojan', 'Gafgyt']"
576bf85eb2b09c1525482eed251add2d.json,"['Trojan', 'Mirai']"
sample,type
5f6a783169e0c9728e5b2297.json,Scan port 445 SMB (S3#), SMB 
5f687b2b556eaf680b2673ec.json,Scan port 111 PORTMAP (S3#), PORTMAP 
5f687c06b478f92d0643dffb.json,Scan port 3389 RDP (S3#), RDP 
5f6c6feae941579df3bb7f1d.json,Scan port 1900 UPnP (S3#), UPnP 
5f6704c853b035b73dd27ed9.json,Scan port 1900 UPnP (S3#), UPnP 
5f7459487e05cb2ff755bd5b.json,Scan port 81 Skype (S3#), Skype 
5f706418e1993845da730eda.json,Scan port 111 PORTMAP (S3#), PORTMAP 
5f72610901026ceed012fdcc.json,Scan port 445 SMB (S3#), SMB 
5f5061c826ec98e0793afff5.json,Detected Phishing URLs via OpenPhish,IoT malware
5f67d528bd0f12d2994c5af7.json,Scan port 445 SMB (S3#), SMB 
5f6d18f036ab4df99348a71e.json,Scan port 81 Skype (S3#), Skype 
5b845ec20f10e73ba23237d4.json,Mirai Botnet,Mirai
5f69cdb1b9bfd5983a9d628e.json,Scan port 53 DNS (S3#), DNS 
5f6f12a433bd87fa7e730eda.json,Scan port 135 DCOM RPC (S3#), DCOM RPC 
5f7af10b315a4cf81ae04448.json,Scan port 53 DNS (S3#), DNS 
5f6a762684654d23fb7f48ac.json,Scan port 3389 RDP (S3#), RDP 
5f79a16b6db22a9af32934c0.json,Scan port 23 Telnet (S3#), Telnet 
5f8036b0b95b71fb1754143f.json,Scan port 5060 SIP (S3#), SIP 
5f7e3bffb17f868136bcd021.json,Scan port 8080 HTTP and proxy (S3#), HTTP and proxy 
5f687b6b66c8021892c88c2c.json,Scan port 139 NETBIOS (S3#), NETBIOS 
5f6e6a9bbeb797936b54e02f.json,Scan port 3389 RDP (S3#), RDP 
5f6a75c9ad5320eb251ea9f7.json,Scan port 5060 SIP (S3#), SIP 
5f75aac01999375b2fa50cac.json,Scan port 3389 RDP (S3#), RDP 
5f7307e1dc8d8ccdcbb9c337.json,Scan port 3389 RDP (S3#), RDP 
5f6f133f5e169a623ce9b86d.json,Scan port 81 Skype (S3#), Skype 
5f67d50866f9bdaa6a10c096.json,Scan port 23 Telnet (S3#), Telnet 
5f7c449d5df2fb8d70a7d44e.json,Scan port 445 SMB (S3#), SMB 
5f7f8e78caf09711b1cb8ba4.json,Scan port 81 Skype (S3#), Skype 
5f7cead062ffb9e60a2c6f24.json,Scan port 5060 SIP (S3#), SIP 
5f6c725321e4c0a45ce89367.json,Scan port 23 Telnet (S3#), Telnet 
5f8036340ea861be8ef6a963.json,Scan port 111 PORTMAP (S3#), PORTMAP 
5f6d18555b106e074454e02f.json,Scan port 135 DCOM RPC (S3#), DCOM RPC 
5f69cd92fcfa1d7d33eed1c3.json,Scan port 3389 RDP (S3#), RDP 
5f69cf7fc57121ef7a4a0f67.json,Scan port 23 Telnet (S3#), Telnet 
5f7e3c9a69d3ca310a93aceb.json,Scan port 1900 UPnP (S3#), UPnP 
5f6a76072b434633b3df3861.json,Scan port 81 Skype (S3#), Skype 
5f72e90a2fc493936100c065.json,NewDom-2-20200929,IoT malware
5ebca7e4e49c4c7ffae8eeeb.json,Unknown linked malware delivery using public data sets,IoT malware
5f7ee617e6f318b6a1f69b6a.json,Scan port 81 Skype (S3#), Skype 
5f76fbc8256513195c5542ed.json,Scan port 1900 UPnP (S3#), UPnP 
5f66813509462f2c307a7616.json,Scan port 1900 UPnP (S3#), UPnP 
5f706514c7aa9e318254e030.json,Scan port 53 DNS (S3#), DNS 
5f69cf9e5984b80dadba0588.json,Scan port 445 SMB (S3#), SMB 
5f71b5a593a3412155e2169e.json,Scan port 135 DCOM RPC (S3#), DCOM RPC 
5f784d50864dc961e5b49526.json,Scan port 139 NETBIOS (S3#), NETBIOS 
5f687b8a6a29698256ba842e.json,Scan port 1900 UPnP (S3#), UPnP 
5f8035f5241bad87df5e1137.json,Scan port 8080 HTTP and proxy (S3#), HTTP and proxy 
5a73dce9a0cfdc0c93945d8b.json,IoT DDoS Linux malware non-Mirai C2 (Nov 2017 - Jan 2018),DDos
5f710c6cb546123ee954e02f.json,Scan port 8080 HTTP and proxy (S3#), HTTP and proxy 
5f77a72e11a3d29ff0bef87e.json,Scan port 445 SMB (S3#), SMB 
5f7b99789ad422a48795a637.json,Scan port 5060 SIP (S3#), SIP 
5f76fba89ea39e7439888480.json,Scan port 139 NETBIOS (S3#), NETBIOS 
5f78f8ae58107b3ebf3af6fe.json,Scan port 445 SMB (S3#), SMB 
5f78f6bffece785b272377b9.json,Scan port 53 DNS (S3#), DNS 
5f4cae518d46a9949dd1eba9.json,Mirai Botnet,Mirai
5f7e3d3436f3b977fbeb5c41.json,Scan port 53 DNS (S3#), DNS 
5f7196325ee2ed823c7c7a20.json,Mirai Botnet,Mirai
5f80de5b8c93276908391a97.json,Scan port 3390 DSC (S3#), DSC 
5f67d261b3657b0fadf5be5f.json,Scan port 135 DCOM RPC (S3#), DCOM RPC 
5f687be6e47d02a54ec88c2b.json,Scan port 81 Skype (S3#), Skype 
5f750216f89e416caf505d5f.json,Scan port 81 Skype (S3#), Skype 
5f76533a32652374e3505d5f.json,Scan port 5060 SIP (S3#), SIP 
5f7b993bf069e51ed0fd4ff4.json,Scan port 139 NETBIOS (S3#), NETBIOS 
5f7a470948da9072062934c0.json,Scan port 8080 HTTP and proxy (S3#), HTTP and proxy 
5f6bc730544492bf0f25fc18.json,Scan port 1900 UPnP (S3#), UPnP 
5f6924d0a8238ede36a610c8.json,Scan port 3389 RDP (S3#), RDP 
5f710d61dc997aa1b0e9b86d.json,Scan port 81 Skype (S3#), Skype 
5f76531b3e81ee32d6e04448.json,Scan port 1900 UPnP (S3#), UPnP 
5f7ee59a723337610c0a87c5.json,Scan port 139 NETBIOS (S3#), NETBIOS 
5f7d962224dd20912ea20d9c.json,Scan port 23 Telnet (S3#), Telnet 
5f668154820ce91acf43dffb.json,Scan port 5060 SIP (S3#), SIP 
5f76fbe75a70e3e9223bafaa.json,Scan port 5060 SIP (S3#), SIP 
5f7b9be38864d71d34a7d44e.json,Scan port 445 SMB (S3#), SMB 
5f76fb890f0405f4b2983add.json,Scan port 135 DCOM RPC (S3#), DCOM RPC 
5f7d939b09543f094a93aceb.json,Scan port 139 NETBIOS (S3#), NETBIOS 
5f6d1b1d50ad2eacdb33df15.json,Scan port 445 SMB (S3#), SMB 
5f7ced197cea7c25fc3b34ed.json,Scan port 23 Telnet (S3#), Telnet 
5f6f135edfc4b7c5f0c799ee.json,Scan port 3389 RDP (S3#), RDP 
5f7d93baac8a881af9e22bd1.json,Scan port 1900 UPnP (S3#), UPnP 
5f672cb2eac65481d17a7616.json,Scan port 445 SMB (S3#), SMB 
5f7d93f8384910b72d2c6f24.json,Scan port 5061 SIP (S3#), SIP 
5f61c16e6b24c869a66e7d00.json,Scan port 5061 SIP (S3#), SIP 
5f6c708663e97a73c91863a9.json,Scan port 53 DNS (S3#), DNS 
5f7066e18a29dd1c2fbb7f1d.json,Scan port 23 Telnet (S3#), Telnet 
5bb24bb99a2b240f3563e67b.json,Infected host by unconfirmed variety,IoT malware
5f0a50ec6984025a645b6197.json,Gmail - Retire.js Unknown Errors on Page - Google ajax cve- api abuse - centreserve.com - Sebastian Clark,IoT malware
5f7309eba7c60bbafd303c0f.json,Scan port 445 SMB (S3#), SMB 
5f6bc74fe39731f99ae9b86d.json,Scan port 5060 SIP (S3#), SIP 
5f7ee8465380d79db6339049.json,Scan port 445 SMB (S3#), SMB 
5f80e19b5da1d5addccdf4d0.json,Scan port 445 SMB (S3#), SMB 
5f784d8ebf1d2b85912e2caf.json,Scan port 5060 SIP (S3#), SIP 
5f78f58bc677f706683bafaa.json,Scan port 8080 HTTP and proxy (S3#), HTTP and proxy 
5f77a464d200a727072e2caf.json,Scan port 135 DCOM RPC (S3#), DCOM RPC 
5f7a47a1213f2c985ab6ba04.json,Scan port 1900 UPnP (S3#), UPnP 
5f65d88dc6348d7dd241204d.json,Scan port 81 Skype (S3#), Skype 
5f725e619e2a2ef7937c7a20.json,Scan port 139 NETBIOS (S3#), NETBIOS 
5f6f12487b3bb9c922303c0f.json,Scan port 8080 HTTP and proxy (S3#), HTTP and proxy 
5f73af7ae2b42db7ced521f3.json,Scan port 8080 HTTP and proxy (S3#), HTTP and proxy 
5c04fd7dd995920d312bca24.json,Mirai-736,Mirai
5f65d249a1dcc2504d41204c.json,NewDom-3-20200919,IoT malware
5f75011f7c2a019cae3af6fe.json,Scan port 8080 HTTP and proxy (S3#), HTTP and proxy 
5f7cea180c4e16330b93aceb.json,Scan port 8080 HTTP and proxy (S3#), HTTP and proxy 
5f7c41b7c68dc633ed55d28a.json,Scan port 111 PORTMAP (S3#), PORTMAP 
5f80df8e27dbcd25da56a3aa.json,Scan port 3389 RDP (S3#), RDP 
5f67d2a08ff8ff2e08f89480.json,Scan port 1900 UPnP (S3#), UPnP 
5f668173dd1c888d82f89480.json,Scan port 5061 SIP (S3#), SIP 
5f80df32b09769355f842a6e.json,Scan port 5060 SIP (S3#), SIP 
5f7f908410c708557913c757.json,Scan port 23 Telnet (S3#), Telnet 
5f7ee52039ea4e9e7e7373de.json,Scan port 8080 HTTP and proxy (S3#), HTTP and proxy 
5f6923f6d88ed9e66aef868e.json,Scan port 111 PORTMAP (S3#), PORTMAP 
5f6680b959e5eee38f2673ec.json,Scan port 123 NTP (S3#), NTP 
5f77a4840395517742786dcb.json,Scan port 139 NETBIOS (S3#), NETBIOS 
